"kommunenr_2024","år","folk_ialt","demens_estimert","demensandel","y2s_predikert","y2s_predikert_modell"
"1124",2046,32923,1045.936101,0.0317691614069192,316.54882697304,339.939796438871
"1124",2047,33040,1079.448034,0.032670945338983,329.496185352132,347.93936377705
"1124",2048,33148,1111.273671,0.033524606944612,342.777857003966,355.651737301585
"1124",2049,33247,1149.449631,0.0345730330856919,358.196517750732,364.983395065696
"1124",2050,33338,1183.065036,0.0354869829023937,373.367574435724,373.367574435724
"1127",2026,11867,237.544137,0.0200172020729755,106.16890565711,125.689056571103
"1127",2027,11941,247.868902,0.02075780102169,107.373829424814,128.536941271376
"1127",2028,12016,260.091785,0.021645454810253,108.878735373728,131.878487849874
"1127",2029,12089,269.694092,0.0223090488874183,110.506390200178,134.618306824365
"1127",2030,12160,280.956003,0.0231049344572368,112.446327139333,137.785308557331
"1127",2031,12230,291.838342,0.0238624973017171,114.606565966578,140.892403362011
"1127",2032,12298,302.722093,0.0246155548056595,117.0088510988,144.027234150155
"1127",2033,12364,316.134415,0.0255689433031381,119.895454233631,147.849528920362
"1127",2034,12429,327.218054,0.026326981575348,122.844031560753,151.110078901882
"1127",2035,12493,341.341828,0.0273226469222765,126.413201771098,155.230175476796
"1127",2036,12557,348.273359,0.0277353953173529,129.383754082362,157.439482278657
"1127",2037,12620,361.938991,0.0286797932646593,133.484008176247,161.529772051213
"1127",2038,12683,377.041873,0.0297281300165576,138.15453209779,166.099149268709
"1127",2039,12744,390.093295,0.0306099572347771,142.8609816388,170.146351725617
"1127",2040,12805,404.141945,0.0315612608356111,148.095667253499,174.553067605599
"1127",2041,12863,416.778454,0.0324013413667107,153.418104513498,178.593365303394
"1127",2042,12920,429.940196,0.0332771049535604,159.196326037144,182.851894338777
"1127",2043,12973,444.281197,0.0342466042549911,165.606679461153,187.534480625293
"1127",2044,13023,458.294323,0.0351911481993396,172.343072177933,192.184609261849
"1127",2045,13070,474.909747,0.0363358643458301,180.184383912322,197.765395584396
"1127",2046,13113,489.714615,0.0373457343857241,188.018044587348,202.844758338057
"1127",2047,13152,502.371767,0.0381973667122871,195.652927512375,207.270904239296
"1127",2048,13187,516.789616,0.0391893240312429,204.249642781239,212.377992195934
"1127",2049,13219,532.135426,0.0402553465466374,213.640805769614,217.912525474924
"1127",2050,13247,549.01587,0.041444543670265,224.125127578047,224.125127578047
"1130",2026,13070,286.333295,0.0219076736801836,141.016110756176,168.16110756176
